female,BA,AA,black,hispanic,exper,jc,univ,stotal,totcoll,wage
1,1,0,0,0,126,0,3.955551,0.7480794,3.955551,11.77444
0,0,0,1,0,166,0,0,-1.677341,0,7.289997
1,1,0,0,0,110,3.066667,1.5,0.2218088,4.566667,13.716
0,0,0,0,0,159,0,0,-1.31124,0,7.906976
0,1,0,0,0,83,0,4.299996,-0.0527671,4.299996,9.950001
0,1,0,0,0,144,0.4666667,4.1,-0.8764949,4.566667,12
1,1,0,0,0,108,0,4.233333,0.2446901,4.233333,5
1,0,0,0,0,149,0,0,0.2446901,0,7.2
0,0,0,0,0,162,1.5,0.1,1.137062,1.6,9.52656
0,1,0,0,0,161,0,2.166667,0.8624859,2.166667,14.15704
0,0,0,1,0,140,0,0,-1.425647,0,9.259995
0,0,0,0,0,166,0,0,0,0,13.16
1,0,0,0,0,93,0.3,6.291667,0.7023167,6.591667,12.58065
0,0,0,0,0,158,2.266667,0,1.045537,2.266667,19.45
0,1,0,0,0,150,2.61111,2.355549,0.5879101,4.96666,21.66667
1,1,0,0,0,125,0,5.466667,1.640451,5.466667,11.88064
0,0,0,0,0,161,1.466667,0,0,1.466667,11
1,0,0,0,0,77,0,7.333329,1.480282,7.333329,9.6
0,0,0,0,0,124,0,2.666665,1.480282,2.666665,10.025
1,0,0,0,0,81,0,0,-0.8536136,0,4.049999
0,0,1,0,0,162,2.366667,0,-0.464631,2.366667,16
1,1,0,0,0,88,0,4.4,0.4277408,4.4,6.64
1,1,0,0,0,79,0,4.833333,1.640451,4.833333,6.948328
1,0,0,0,0,70,0.35,0,0.9540113,0.35,4.096774
1,0,0,0,0,158,0,0,0.4963847,0,11.55555
0,0,0,0,0,152,0.6666667,0,0,0.6666667,10
1,0,0,0,0,133,0,0,-0.464631,0,7.349998
0,0,1,0,0,154,2.566667,0,-0.6248003,2.566667,18.4
0,0,0,0,0,137,0,0,0.1074022,0,13.1
0,0,0,0,0,117,0,5.5,0.9082486,5.5,17.91667
0,1,0,0,0,98,0,6.133333,1.892146,6.133333,11.67127
0,1,0,0,0,128,1.766667,2.944438,0,4.711104,23
1,1,0,0,0,111,2.666667,2.2,0.6336727,4.866667,11.11111
0,0,0,0,0,142,0,0.2,0,0.2,15.5
0,0,0,0,0,95,0,7.5,0.9997739,7.5,17.64706
1,0,0,0,0,97,0,0,-0.739207,0,4.185607
1,0,0,0,0,55,0,0,-0.9680202,0,6.049999
1,0,0,0,0,146,0,1.766667,0,1.766667,6.449997
1,0,0,0,0,147,0,5.411108,0.5879101,5.411108,9.749999
0,0,0,0,0,125,0,0,0,0,17.5
0,0,0,0,0,154,0,0.4,-0.5790377,0.4,11.5
0,1,0,0,1,121,0,5.266667,0.0387582,5.266667,10.74
1,0,0,0,0,83,0,3.333333,0.8624859,3.333333,5.437104
1,0,0,0,0,64,0,0,-0.4875124,0,6.40121
1,0,0,0,0,155,0.6666667,0.1666667,-0.0756485,0.8333334,6.964779
1,0,0,0,0,130,0,6.222213,1.320112,6.222213,10.39855
1,0,0,0,0,106,2.033333,0,-0.0527671,2.033333,7.199996
1,1,0,0,0,145,0,4.6,1.205706,4.6,9.239029
1,1,0,0,0,72,0,4.266667,0.6794354,4.266667,10
0,1,0,0,0,130,0,4.4,-0.0756485,4.4,17
1,0,0,0,0,134,0,0,-0.2815804,0,5.715
1,0,0,0,0,118,0,0,-1.12819,0,7.854631
1,0,0,0,0,76,0,0.7,0,0.7,7.399997
0,1,0,0,0,164,0,4.633333,0,4.633333,19
1,0,0,1,0,144,0,0,-0.2815804,0,7.34962
0,0,0,0,0,142,0,0,0.4506221,0,5.227273
1,0,0,0,0,76,0,7.133333,1.571807,7.133333,10
0,0,0,0,0,121,0,0,0.4735034,0,10.3
0,0,0,0,0,161,0,0,-0.9909015,0,7.5035
0,0,1,0,0,159,2.2,0,0.3133341,2.2,11.42898
1,0,0,1,0,119,0.2333333,0,-1.837511,0.2333333,6.702128
1,0,1,0,0,147,0,2.266667,0.3590968,2.266667,10
0,1,0,0,0,157,1.266667,2.955552,0.6336727,4.222219,6.899998
1,0,0,0,0,97,0,0,0.5421474,0,10.81196
0,0,0,0,0,143,0,4.199996,1.251469,4.199996,9.76
1,0,0,0,0,87,0,0,-1.151071,0,3.849998
1,0,0,1,0,115,0,0.7,0.4506221,0.7,7.75
1,0,0,0,0,147,0.3,0,0.5192661,0.3,7.119999
0,1,0,0,0,108,0,4.5,-0.1900551,4.5,5.120968
1,0,0,1,0,127,0.8444433,0,-0.0527671,0.8444433,6.199997
1,1,0,1,0,128,0,4.566667,0.1989275,4.566667,10.20833
0,0,0,0,0,155,0,0,1.777739,0,12.2
0,1,0,0,0,122,0,4.133333,0,4.133333,20.65
1,0,0,0,0,145,2.633333,0,0.1989275,2.633333,10.8
1,0,0,0,0,133,0,3.144442,0.4735034,3.144442,12.80242
0,0,0,0,0,150,0,0,-0.7163256,0,6.75
1,0,0,0,0,102,0,0,-0.9680202,0,5.120968
1,0,0,0,1,155,0.3666667,0,-0.5103937,0.3666667,13
1,1,0,1,0,127,0,4.533333,-1.677341,4.533333,6.75
1,1,0,0,0,136,2.9,2.577775,0.4277408,5.477775,12.71363
0,0,0,0,0,155,1.2,1.6,0.4963847,2.8,10.8903
0,0,0,0,0,111,0,7.5,0,7.5,12.8
1,0,0,0,0,42,0,0,-0.0985298,0,4.229417
1,0,0,0,1,24,0,0,0.8396046,0,5.739165
1,0,0,1,0,138,0,0,-1.99768,0,4.872623
1,0,0,0,0,58,0,0,-1.082427,0,7.5
0,0,0,0,1,160,0.3666667,0,-1.151071,0.3666667,5.76
0,0,0,0,0,164,0,0,-0.0298858,0,11.55555
1,0,0,0,0,102,0,5.433333,1.731976,5.433333,16.3365
0,0,1,0,0,137,2.622219,0,0.1074022,2.622219,7.470588
1,1,0,0,0,126,0,5.2,1.182824,5.2,14
0,1,0,1,0,119,2,2.833333,-1.906155,4.833333,5.159999
1,0,0,0,0,69,0,0,-0.8307323,0,7.239425
1,0,1,0,0,163,2.433329,0,0.0845208,2.433329,9.2
0,1,0,0,0,131,0,4.199994,-0.1671738,4.199994,6.25
0,0,0,0,0,159,0,0,-0.5561563,0,14.8
0,0,0,0,0,137,2.233333,3.266667,0.8624859,5.5,18
1,0,1,0,0,157,3.616667,0,0.8396046,3.616667,18.05555
0,0,0,0,0,138,0.9,0,-1.837511,0.9,7.5
1,1,0,1,0,69,0,4.266667,-1.631579,4.266667,4.666427
0,0,0,0,0,161,0,0,0.9311299,0,12.9
1,0,0,0,0,91,0,0,-0.8307323,0,6.789998
0,1,0,0,0,120,2.177775,4.1,1.114181,6.277775,5.638478
1,0,0,0,1,166,0.2666667,0,-1.151071,0.2666667,6.928407
0,0,0,0,0,165,0,0,-1.631579,0,17.6
1,0,0,1,0,124,0,0,-1.219715,0,13.5
0,0,0,1,0,129,0,2.166665,0,2.166665,14.0695
0,0,0,0,0,152,0,0,-0.739207,0,8.333334
1,0,0,1,0,74,0,5.066667,1.503163,5.066667,4.594594
1,0,0,1,0,162,0.5,0,-0.0756485,0.5,15.78947
0,0,0,0,0,163,0,0.2,0.1302835,0.2,30.79292
1,0,0,0,0,153,0,0,0.1531648,0,13.0055
0,0,0,0,0,86,0,0,-0.4188684,0,13
1,0,0,0,0,99,1.2,0,-0.533275,1.2,12.68657
1,0,0,0,0,20,0,0,0.5879101,0,7.169355
1,1,0,0,0,147,2.166667,2,-0.4188684,4.166667,10
0,0,0,0,0,166,0,0,-0.395987,0,18.18999
0,1,0,0,0,115,0,4.988883,0.3819781,4.988883,12
1,0,0,1,0,145,0,0,-0.1214111,0,5.75
0,0,0,0,0,152,0,6.133333,1.503163,6.133333,10
0,0,0,0,0,59,2.555552,5.977773,0.1074022,8.533325,10.27907
0,0,0,0,0,164,0,0,0,0,16
0,1,0,1,0,139,0,5.111102,-0.3731057,5.111102,18.18182
0,0,0,0,0,122,0,4.519552,0.8624859,4.519552,18.38445
0,0,0,0,0,120,0,0,-0.533275,0,12
1,0,0,0,0,82,0,0,-1.425647,0,3.972286
1,0,0,0,0,160,0,0.6333333,1.228587,0.6333333,16
1,0,0,0,0,157,0,5.233333,0.4048594,5.233333,11.81818
1,0,0,0,0,101,0,0.9777755,1.297231,0.9777755,5
0,1,0,0,0,50,2.133333,2.222217,-0.739207,4.35555,12.72727
1,0,0,1,0,44,0,0,-1.906155,0,3.608545
1,0,0,0,0,80,0.6,0,-1.334121,0.6,6.5
1,1,0,0,0,136,0,5.633333,0.5421474,5.633333,9.5
1,0,0,0,0,48,0,1.8,0.6336727,1.8,3.634738
0,1,0,0,0,115,0,4.8,1.022655,4.8,23.14
0,0,0,0,0,160,0,0.1,-0.1442924,0.1,10.5
0,1,0,0,0,144,0,4.133333,1.663332,4.133333,14.28571
1,0,0,0,0,119,0,2.6,0.5192661,2.6,28.57143
1,0,0,0,0,63,0,0,0.7023167,0,4.553522
0,1,0,0,0,73,0.3333333,4.266667,0.8396046,4.6,6.5
0,1,0,0,0,121,2,2.366667,0.2675714,4.366667,16.5
1,0,0,0,0,149,0,0,0.3590968,0,9.325
1,1,0,0,0,120,0,4.133333,0.4963847,4.133333,9.5
1,0,0,1,0,71,0,0,-1.837511,0,8.085737
1,0,0,0,0,115,0,0,-1.288359,0,12.43999
1,0,0,0,0,162,0,0,0.2446901,0,9.5
0,1,0,0,0,79,0.1777775,5.877772,1.411638,6.055549,16.65
0,1,0,0,0,122,0.1333333,5.844438,0,5.977771,7.353349
1,1,0,0,0,117,1.444443,3.555549,1.548926,4.999992,6.5
1,0,0,0,0,127,0,0,-0.4417497,0,4.166667
1,1,0,1,0,96,2.1,3.155549,-0.7849696,5.255548,8.578028
1,0,0,0,0,90,0,0,0.9540113,0,8
0,0,0,0,0,165,0.5,0,-1.768867,0.5,7.50208
1,0,0,0,0,127,0,0,-1.677341,0,10.52631
1,1,0,0,0,89,0,4.5,1.663332,4.5,8.913738
1,1,0,0,0,129,2.522219,1.05,1.182824,3.572219,11.45
0,1,0,0,0,123,0,5.733325,0.7709606,5.733325,12.68825
1,0,0,0,0,145,0,0,-0.0070045,0,14.75
1,0,0,0,0,49,0,2.133333,1.365875,2.133333,9.237875
0,0,0,0,0,100,0,0,-0.8993762,0,10
0,0,0,0,0,161,0,0,0.0616395,0,19
0,1,0,0,0,105,0.7111099,2.999999,-0.395987,3.711108,12.55429
1,1,0,0,0,116,0,6.399996,0,6.399996,6.666667
0,1,0,0,0,122,0,1.733333,0,1.733333,3
0,0,0,0,0,161,0,0,0,0,13.21
0,0,0,0,0,161,0,5.266667,0,5.266667,12.34043
1,0,0,0,0,60,0,0,0,0,2.569284
0,1,0,0,0,146,0,4.3,0,4.3,8.222223
0,1,0,0,0,123,2.222219,2.111106,0,4.333325,15
1,0,0,0,0,75,0.1333333,0,0,0.1333333,3.349999
0,0,0,0,0,87,0.9666666,0,0,0.9666666,11.83333
1,1,0,0,0,72,0,5.3,0,5.3,5.437104
0,1,0,0,0,153,2.133333,2.6,0,4.733334,17.14286
0,0,0,0,0,156,0,0,0,0,10
0,1,0,0,0,117,3.233333,2.833333,0,6.066667,6.666667
1,0,0,0,0,136,0,0,0,0,8.660508
0,0,0,1,0,42,0,0,0,0,4
0,1,0,0,0,101,0,5.166667,0,5.166667,7.75
0,0,0,0,0,139,1.644443,0,0,1.644443,12.85
1,1,0,0,0,140,0,3.95555,0,3.95555,14.38799
0,1,0,1,0,74,0,5.066667,0,5.066667,4
1,0,0,0,0,9,0,0,0,0,4.096774
0,0,0,0,0,159,0,0,0,0,10.59
1,0,0,1,0,94,0,0,0,0,5.25
1,1,0,0,0,129,0,4.266667,0,4.266667,11
0,0,0,0,0,162,0.3666667,0,0,0.3666667,13.27945
0,1,0,0,0,161,1.733333,2,0,3.733333,11.2
1,0,0,1,0,147,0,0.4333333,0,0.4333333,6.5
1,1,0,0,0,99,0,7.5,0,7.5,8.987512
1,0,0,0,0,100,0,0,0,0,3.9
0,1,0,0,0,106,2.166667,3.4,0,5.566667,14.2
1,0,0,0,0,147,0,0.688888,0,0.688888,6.25
1,0,0,0,0,131,0.1,0,0,0.1,12.36111
1,0,0,0,0,52,0,0,0,0,3.542135
1,1,0,0,0,145,1.433333,2.766667,0,4.2,21.55504
1,0,1,0,0,111,2.166667,0,0,2.166667,16.25
0,1,0,0,0,128,0,6.866667,0,6.866667,8.333334
0,0,0,0,0,157,0,0.9111099,0,0.9111099,6.735951
1,1,0,0,0,153,2.455553,2.622219,0,5.077772,13.832
0,0,0,1,0,156,0,0,0,0,9.624999
1,0,0,0,1,163,0,0,0,0,9.089996
0,0,0,0,0,166,0,0,0,0,11
0,1,0,0,0,49,0,5.9,0,5.9,6
0,1,0,0,0,113,2.033333,3.2,0,5.233334,14.1
1,0,0,0,0,83,0,0,0,0,4.956348
1,0,0,0,0,126,0,0,0,0,6.268558
0,0,0,0,0,157,0,0,0,0,9.729838
1,0,0,0,0,60,0,0,0,0,4.384911
1,1,0,0,0,48,0.1,4.133333,0,4.233333,9.532332
0,0,0,0,0,132,0,0,0,0,13.41
1,0,0,0,0,166,0,0,0,0,8.250001
0,0,0,0,1,110,0,0.1333333,0,0.1333333,6.599999
1,0,1,0,0,142,2.3,0,0,2.3,12.6
1,0,0,0,0,132,0,1.533333,0,1.533333,7.625
0,0,0,1,0,88,0,7.5,0,7.5,8.8
1,0,0,0,0,124,0,0,0,0,8.874999
1,0,0,0,0,96,0,1.466665,0,1.466665,15.37176
0,1,0,0,0,136,0,2,0,2,16.83636
1,0,1,0,0,92,2.366667,0,0,2.366667,5.699997
1,1,0,0,0,120,0.5,3.766667,0,4.266666,9.237875
1,0,0,0,0,129,0.7,0,0,0.7,6.343288
0,1,0,0,0,151,0,4.166667,0,4.166667,12.5
1,0,1,0,0,85,2.266663,0,0,2.266663,5.974463
1,0,0,0,0,156,0,0,0,0,5.2
1,0,0,0,0,96,0,1,0,1,5
1,0,0,0,0,165,2.366667,0,0,2.366667,12.74827
1,0,0,0,0,104,0,0.4333333,0,0.4333333,6
0,0,0,0,0,150,0,0,0,0,13.39999
1,1,0,0,0,108,2.133333,3.6,0,5.733334,4.618937
1,0,0,0,0,72,0,0.9555542,0,0.9555542,6.099999
1,1,0,0,0,150,0,5.466667,0,5.466667,7.101617
0,0,0,0,0,161,0,0,0,0,11.25
1,0,0,0,0,147,0,0,0,0,6
1,0,0,1,0,104,0.4,0,0,0.4,5.223385
1,0,0,0,0,46,0,0,0,0,10
0,0,0,0,0,133,0.7,0,0,0.7,16.66667
0,0,0,1,0,97,0,0,0,0,6.679996
0,0,0,0,0,166,0,0,0,0,13.63636
1,1,0,0,0,146,0,6,0,6,11.89189
0,0,0,0,1,160,1.833333,0,0,1.833333,2.75
0,1,0,0,0,151,0,4.111105,0,4.111105,9.199998
0,0,0,0,0,122,0,0,0,0,7.509999
0,0,0,0,0,152,0,0,0,0,8.571428
0,0,0,0,0,151,0,0,0,0,7.111111
1,0,0,0,0,121,0,0,0,0,9
0,1,0,0,0,163,0,4.75555,0,4.75555,13.80953
1,1,0,0,0,95,0,4.166667,0,4.166667,11.17946
1,1,0,0,0,59,0,4.3,0,4.3,8.719993
1,1,0,0,0,95,0.7444432,4.099998,0,4.844442,7.085499
0,1,0,0,0,158,2.799996,2.611108,0,5.411104,15.27273
0,1,0,0,0,101,0,4.233333,0,4.233333,8.319999
1,0,0,0,0,166,0,0,0,0,7.644342
1,0,0,0,0,20,0,0,0,0,4.698118
0,0,0,1,0,73,0,7.5,0,7.5,7.754609
0,0,0,0,0,148,0,0,0,0,14.14999
1,0,0,0,0,143,0,0,0,0,7.099998
0,0,0,0,0,107,2.444442,3.75555,0,6.199992,19
0,0,0,0,0,68,0,0,0,0,3.849998
1,0,0,0,0,166,0.3,5.466667,0,5.766667,11.48571
0,1,0,0,0,140,0,4.566667,0,4.566667,8.622223
0,0,0,0,0,166,0,0,0,0,13.39999
0,1,0,0,0,108,2.199996,1.444444,0,3.64444,7.698229
1,0,0,1,0,157,0,0,0,0,15.55556
0,1,0,0,0,127,0,4.466662,0,4.466662,17.44407
1,0,0,0,0,47,0,0,0,0,5.609412
1,0,0,0,0,138,1.9,0.9,0,2.8,19
0,0,0,0,0,85,0,6.122221,0,6.122221,10.42815
1,1,0,0,0,82,0,4.933333,0,4.933333,12.5
0,0,0,0,0,162,0.5,0,0,0.5,19.5
0,1,0,0,0,146,1.666667,3.133333,0,4.8,19.5
1,0,1,0,0,137,1.999998,0,0,1.999998,8.149994
0,0,0,0,0,151,0,0,0,0,13.25
1,0,0,0,0,107,0,0.4666667,0,0.4666667,7.32578
1,1,0,0,0,144,0,4.288888,0,4.288888,8.750001
1,0,0,0,0,162,0.1,0,0,0.1,8.918919
1,0,0,0,0,161,0,0,0,0,13.33333
1,1,0,0,0,111,0,3.966667,0,3.966667,23.5
0,0,0,0,0,130,0,1.6,0,1.6,17.87683
0,0,0,0,0,162,0,0,0,0,9
1,1,0,0,0,124,0,4.6,0,4.6,12.38095
0,0,1,0,0,161,2.066667,0.1555542,0,2.222221,9.624999
1,1,0,0,0,103,0.5,4.633333,0,5.133333,5.921183
1,0,1,0,0,113,2.13333,0,0,2.13333,8.019997
1,1,0,0,0,97,0,4.2,0,4.2,10.97983
1,0,0,0,0,148,0.9111109,0,0,0.9111109,8.8
1,0,1,0,0,157,1.966667,0.2888875,0,2.255554,7.451103
0,1,0,0,0,68,0.1,4.1,0,4.2,6.4
0,0,0,0,0,166,0,0,0,0,13.26999
1,0,0,0,0,119,0,0,0,0,6.351039
0,0,0,0,0,139,0,0,0,0,17
1,0,0,0,0,49,0,0,0,0,7.449996
1,0,1,0,0,118,2.066664,0.3333323,0,2.399996,5.118282
1,0,0,0,0,68,0.7666667,1.366667,0,2.133333,3.65
0,1,0,0,0,127,0,4.466667,0,4.466667,10.90909
1,0,0,0,0,144,0,0,0,0,4.15
0,0,0,0,0,157,0,5.4,0,5.4,14.75
1,0,0,0,0,115,0,0.2,0,0.2,4.391931
0,1,0,0,0,165,0,4.9,0,4.9,20
1,0,0,0,0,144,0,0,0,0,8.750001
1,1,0,0,0,116,0,4.75555,0,4.75555,12
0,1,0,0,0,116,0.5,5.6,0,6.1,16
1,0,0,0,0,45,2.2,1.111108,0,3.311109,6.351039
1,0,0,0,0,134,0,6,0,6,9.5
1,0,0,1,0,99,0,0,0,0,4
0,1,0,0,0,123,0,5.766667,0,5.766667,16
0,0,0,0,0,133,1.6,0.2,0,1.8,10.9735
1,1,0,0,0,106,0,4.133333,0,4.133333,10.26431
1,0,0,1,0,47,0.7944434,0,0,0.7944434,5.736411
0,0,0,1,0,146,0,0,0,0,6.5
1,0,0,0,0,151,1.044443,0,0,1.044443,4.5
1,0,0,0,1,66,0.0333333,0,0,0.0333333,7
0,0,0,0,0,152,0,0,0,0,17.04999
1,0,0,0,0,146,0,0,0,0,7.939998
0,0,0,1,0,107,0,0,0,0,5.75
1,1,0,0,0,43,0,4.022217,0,4.022217,3.75
1,0,0,0,0,150,0,5.1,0,5.1,22
0,0,0,0,0,163,0,0,0,0,6.599999
0,0,0,1,0,94,0,0,0,0,4
1,0,0,0,0,152,0,0,0,0,14.80296
1,1,0,0,0,54,0,5.544438,0,5.544438,12.29032
0,0,0,0,0,155,2.1,0,0,2.1,8.5
0,1,0,0,0,89,0,4.799996,0,4.799996,22.53226
1,0,0,0,0,160,0,0,0,0,15
1,0,0,0,1,136,0,0,0,0,3.752887
1,0,0,0,0,126,0,0,0,0,10.54999
1,0,1,0,0,104,2.433333,0,0,2.433333,8.159996
1,0,0,1,0,128,0.4333333,0,0,0.4333333,6.145162
1,0,0,0,0,164,0,5.266667,0,5.266667,11.66667
1,0,0,0,0,91,0,0,0,0,6.668591
0,0,0,0,0,87,0,0.1666667,0,0.1666667,10.46402
1,0,0,0,0,158,0.3,0,0,0.3,15.71429
0,0,0,0,0,164,0.8333333,0,0,0.8333333,15.55556
0,0,0,0,0,127,0,0.3666664,0,0.3666664,13.6
0,0,0,0,0,119,0,0,0,0,5
0,0,0,1,0,93,0,0,0,0,2.731183
1,1,0,0,0,141,0,4.266667,0,4.266667,25.45455
1,0,0,1,0,160,0.3,0,0,0.3,12
1,0,0,0,0,59,0,0,0,0,6.862392
0,0,0,0,0,164,0,0,0,0,13.74
0,0,0,0,1,152,0,0.9,0,0.9,9.949699
1,1,0,1,0,134,0,4.333333,0,4.333333,10.5
1,0,0,1,0,165,0,0,0,0,8.979996
1,0,0,1,0,61,0,0,0,0,5.143499
1,0,0,0,0,161,2.033333,0,0,2.033333,9.279999
0,0,0,0,0,154,0,0.5333309,0,0.5333309,8.5
0,0,0,0,0,149,0,0,0,0,11.68999
0,1,0,0,0,84,0.9333333,5.616663,0,6.549996,19.5
0,0,0,0,0,162,0,0,0,0,14.18999
0,1,0,0,0,115,2.166667,3.15555,0,5.322217,11.93225
1,0,0,0,0,96,0,0.5,0,0.5,5.120968
1,0,0,1,0,126,0,0.7666667,0,0.7666667,4.199192
0,0,0,0,0,162,0,1.888885,0,1.888885,10.52631
0,0,0,0,0,162,0,0,0,0,12.70208
1,0,0,0,0,103,0,0,0,0,10.8
0,1,0,0,0,120,0,4.622217,0,4.622217,12.71111
1,0,0,1,0,147,0,5.133333,0,5.133333,9.733335
1,0,0,0,0,104,0,0,0,0,10.18179
0,0,0,0,1,153,0,0,0,0,5.377016
0,0,0,0,0,141,0,0.9,0,0.9,7.505773
0,0,0,0,0,120,0.1666667,0.2,0,0.3666667,6
1,1,0,0,0,36,0,5.044436,0,5.044436,7
0,1,0,0,0,132,2.266667,3.611108,0,5.877775,9
0,0,0,0,0,162,0.1333331,0,0,0.1333331,18.19581
0,1,0,0,0,161,0,4.111106,0,4.111106,12
0,1,0,0,0,156,0,2.133333,0,2.133333,18.14999
0,0,0,0,0,115,0,5.766667,0,5.766667,12.33486
0,0,0,0,0,125,0,0,0,0,10
0,1,0,0,0,166,0,5.116667,0,5.116667,10.85714
0,0,0,0,0,148,0,1.466667,0,1.466667,15
1,0,0,0,0,32,0,0,0,0,5.814088
1,0,0,0,0,158,0.7111109,0,0,0.7111109,14
0,0,0,0,0,151,0.7333323,0,0,0.7333323,11.5
0,0,0,0,0,53,0,0,0,0,13.1
1,0,0,0,0,124,0,0,0,0,9.023974
0,0,0,0,0,129,0,3.633333,0,3.633333,5.6
1,1,0,0,0,121,0,5.1,0,5.1,12
1,0,0,0,0,138,0,0,0,0,9
1,0,0,1,0,75,0,0,0,0,3.687095
1,1,0,0,0,78,0,4.283333,0,4.283333,7.394572
0,0,0,0,0,139,1.466667,0,0,1.466667,17.84999
0,0,0,0,0,81,0,7.5,0,7.5,17.5
0,0,0,0,0,165,0,0,0,0,10.36184
0,1,0,0,0,136,0,5.011104,0,5.011104,18.66667
1,1,0,0,0,99,0,4.822216,0,4.822216,9
0,0,0,0,0,143,0,2.9,0,2.9,26.66667
0,1,0,0,0,77,0,4.199994,0,4.199994,23.09469
1,0,0,0,0,89,0,0,0,0,2.828572
0,1,0,0,0,105,0.2333333,4.5,0,4.733333,7.46136
1,0,0,0,0,90,0,0,0,0,4.099998
1,0,0,0,0,98,1.133333,1.533333,0,2.666667,3.399999
1,0,0,0,0,83,0,0,0,0,8.142338
0,1,0,0,0,123,0,4.3,0,4.3,25.85
0,0,0,0,0,118,2.133333,6.733333,0,8.866667,8.776999
1,0,0,0,0,102,0,0,0,0,7.673171
0,0,0,1,0,163,1.066667,0.4666667,0,1.533333,9.722223
0,1,0,0,0,144,0,4.5,0,4.5,17.5
0,0,0,0,0,107,0,0,0,0,3.413979
1,0,0,1,0,143,0,0,0,0,6.577366
0,1,0,0,0,124,0,6.733333,0,6.733333,12.76596
0,0,0,0,0,158,0,0.6,0,0.6,8.750001
0,0,0,0,0,144,0.5,0,0,0.5,8.324999
0,1,0,0,0,119,3.3,2.466663,0,5.766663,10.857
1,1,0,0,0,143,2.666663,4.366667,0,7.033329,12.57143
0,0,0,0,0,164,0,0.1,0,0.1,7.5
0,0,0,0,0,82,0,7.5,0,7.5,18.66667
0,0,0,0,0,78,0,7.5,0,7.5,27
0,1,0,0,0,122,0.1,4.133333,0,4.233333,12.08333
1,1,0,0,0,130,0,4.1,0,4.1,8.949193
0,0,0,0,0,149,0,0,0,0,14.62
1,0,0,1,0,136,0,0,0,0,6.2009
1,0,0,1,0,162,0,1.199998,0,1.199998,9.900001
0,1,0,0,0,123,0,4.066667,0,4.066667,18.75
1,0,0,0,0,61,1.5,0,0,1.5,6.40121
0,0,0,0,0,72,0,7.5,0,7.5,23.2
1,0,0,1,0,43,0,0,0,0,5.849998
0,0,0,0,0,95,2.633333,3.488883,0,6.122217,11.90476
0,0,0,0,0,163,0,0,0,0,8
0,0,0,0,0,149,0,1.733333,0,1.733333,13.1579
1,0,0,1,0,42,0.5,0,0,0.5,5.509615
1,0,0,0,0,130,0,0,0,0,6.172055
0,0,0,0,0,131,0.5666667,0,0,0.5666667,16.4
0,0,0,0,0,158,0.9,0.2,0,1.1,13.09
0,0,0,0,0,112,0,0,0,0,3.026316
1,1,0,0,0,118,1.866667,2.266667,0,4.133333,5.773672
0,1,0,0,0,94,0,4.499992,0,4.499992,9.452499
1,0,0,1,0,48,0,0,0,0,3.875327
0,0,0,0,1,135,0,2.833333,0,2.833333,18.35
1,0,0,0,0,57,0,0,0,0,6.714198
0,0,0,0,0,135,0,0.1333333,0,0.1333333,10.41667
0,0,0,0,0,103,0,6.033331,0,6.033331,7.880001
1,0,0,0,0,164,0,0,0,0,23.22299
1,1,0,0,0,103,0.7333323,4.199994,0,4.933326,9.822515
0,1,0,0,0,110,0,5.422213,0,5.422213,10.55814
1,0,0,0,0,97,0,0,0,0,3.524514
0,0,0,0,0,161,0.4888882,0,0,0.4888882,14.575
0,0,0,0,0,136,0,7.2,0,7.2,10
1,0,0,0,0,137,0.688888,0,0,0.688888,14.3
0,0,0,0,0,146,0,0,0,0,11.09543
1,0,0,0,0,16,0,0,0,0,3.843683
1,0,0,0,1,79,0,0,0,0,6.004619
1,0,0,0,0,111,0,0,0,0,6.988797
1,1,0,1,0,93,2.633333,4.666665,0,7.299998,4.203233
1,0,0,0,0,45,1.066667,0,0,1.066667,3.349999
0,0,0,0,1,132,1.366667,0,0,1.366667,17.28999
1,1,0,0,0,117,0,4.799996,0,4.799996,9.75541
1,0,0,0,0,109,0.2,4.933333,0,5.133333,8.400001
0,0,0,1,0,93,0,0,0,0,7.5
0,0,0,0,0,139,0,0,0,0,7.137142
0,0,0,0,0,109,2.433333,3.511108,0,5.944442,24
1,0,0,0,1,157,0,0.8166667,0,0.8166667,16.5
1,1,0,0,0,125,0,4.733333,0,4.733333,8.225001
1,0,0,0,0,99,0.3333333,6.233333,0,6.566667,9.828126
1,1,0,0,0,156,0,4.866667,0,4.866667,17.09479
0,0,0,0,0,92,0.0666667,0.6222212,0,0.6888879,13.75
1,0,0,0,1,14,0,0,0,0,4
1,0,0,0,0,90,0,0.5777771,0,0.5777771,5.773672
1,0,0,0,0,96,0,1.266667,0,1.266667,4.399998
0,0,0,0,0,96,1.5,1.555552,0,3.055552,4.832981
1,1,0,0,0,82,2.522221,4.411108,0,6.93333,8.949998
1,0,0,0,0,69,0,0,0,0,10.24194
0,0,0,0,0,146,0,0,0,0,17.66667
0,0,0,0,0,145,0,0.4333333,0,0.4333333,13.4
0,1,0,0,0,123,0,4.133331,0,4.133331,12.5
0,0,0,0,0,143,2.111108,2.799994,0,4.911102,13.0625
1,0,0,0,0,158,0,0,0,0,7
1,0,1,0,0,150,3.833333,0,0,3.833333,8.190558
0,0,0,0,0,162,0,0,0,0,6.25
1,0,0,1,0,124,0,0,0,0,11.4
0,0,0,1,0,108,0,0,0,0,16
1,0,0,0,0,57,0,0.0444444,0,0.0444444,10.75
